"","OTU","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"16S_1666","16S_1666",0,0,0,13,0,0,51,54,32,0,32,17,0,20,0,0,0,41,27,16,0,24,0,0,0,0,51,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1672","16S_1672",0,0,0,0,0,32,42,0,12,51,26,0,0,0,31,0,35,0,0,0,0,42,24,0,0,43,0,0,36,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"16S_1675","16S_1675",30,73,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,25,0,0,30,27,0,30,0,22,34,34,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_1677","16S_1677",0,19,0,9,0,44,43,0,0,0,40,21,0,0,33,0,41,40,13,0,0,29,12,0,0,18,0,0,10,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"16S_1679","16S_1679",32,88,0,0,0,0,0,0,37,0,0,0,0,0,0,30,0,0,0,0,15,13,0,24,13,33,31,55,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_1680","16S_1680",32,0,0,44,0,0,34,42,32,49,0,0,31,31,0,0,0,0,34,0,0,0,0,0,0,0,0,0,42,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"16S_1681","16S_1681",0,0,53,0,121,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,15,0,43,0,48,0,0,35,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"16S_1682","16S_1682",0,0,0,0,0,0,0,34,0,0,0,44,28,0,38,39,18,0,0,0,0,49,0,25,0,59,15,22,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"16S_1684","16S_1684",56,0,0,24,0,0,0,30,0,0,0,34,0,0,27,0,0,0,0,0,19,23,33,46,0,40,18,20,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"16S_1685","16S_1685",0,0,13,49,0,114,91,0,0,0,9,13,0,0,0,0,0,0,23,0,0,0,34,0,0,0,0,0,23,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"16S_1686","16S_1686",0,0,0,0,0,21,0,0,0,0,0,20,19,22,0,27,0,0,32,0,0,120,0,20,0,40,14,34,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1690","16S_1690",28,0,46,69,0,47,0,100,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,31,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA
"16S_1691","16S_1691",97,0,61,0,50,0,0,0,0,14,0,0,0,0,40,0,0,0,0,0,0,0,0,69,0,0,0,0,36,"Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",NA
"16S_1692","16S_1692",0,0,0,0,0,18,0,22,0,0,0,28,0,47,0,29,0,0,19,0,0,106,0,0,0,46,16,36,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1693","16S_1693",0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Motiliproteus",NA
"16S_1695","16S_1695",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA
"16S_1696","16S_1696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"16S_1697","16S_1697",0,0,40,0,53,0,0,0,36,38,0,0,0,0,41,0,33,0,0,66,0,0,0,30,26,0,0,0,0,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1699","16S_1699",39,99,0,0,0,0,0,0,35,0,0,0,0,0,0,40,0,0,0,0,11,8,0,19,19,32,21,39,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_1704","16S_1704",31,0,55,0,0,29,0,0,0,0,0,0,48,0,0,0,37,0,68,46,0,46,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna",NA
"16S_1708","16S_1708",45,82,0,0,0,0,0,0,0,0,0,33,0,17,0,31,0,31,0,0,46,29,0,21,0,0,23,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_1709","16S_1709",0,0,0,19,0,0,0,55,0,0,0,0,0,0,31,71,0,28,0,49,55,34,0,16,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1710","16S_1710",0,0,0,0,0,0,31,25,0,22,0,0,0,0,0,0,74,14,0,0,0,39,0,0,0,48,62,43,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas",NA
"16S_1712","16S_1712",27,27,0,0,0,54,0,0,0,0,16,0,56,38,0,0,0,81,58,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA
"16S_1715","16S_1715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,0,0,0,0,0,0,17,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae",NA,NA
"16S_1717","16S_1717",26,16,0,17,16,0,0,24,0,0,0,0,0,0,0,0,32,0,0,16,0,0,34,52,0,39,50,17,16,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_1718","16S_1718",0,0,0,19,0,0,0,51,0,0,0,0,0,0,20,71,0,40,0,43,59,33,0,19,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1723","16S_1723",29,0,0,0,70,0,0,0,0,0,67,0,0,34,0,0,70,0,0,44,0,0,0,0,0,0,19,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"16S_1724","16S_1724",42,41,0,0,0,66,0,28,0,0,26,0,0,29,0,0,0,0,46,36,0,40,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA
"16S_1727","16S_1727",47,31,0,0,0,28,0,0,0,0,44,0,0,0,67,0,0,0,0,0,0,0,0,71,0,0,0,65,0,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA
"16S_1728","16S_1728",20,74,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,25,0,0,36,31,0,28,0,22,26,23,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_1730","16S_1730",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae",NA,NA
"16S_1731","16S_1731",66,0,0,0,0,0,0,55,0,0,54,0,59,0,0,0,47,0,0,0,0,20,0,0,0,0,0,0,49,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"16S_1732","16S_1732",0,45,32,0,0,87,33,0,0,21,31,0,0,0,0,0,0,64,0,37,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus",NA
"16S_1734","16S_1734",22,34,0,0,0,26,0,32,0,0,0,0,0,0,0,0,114,36,0,0,0,0,0,0,0,0,0,36,36,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA
"16S_1735","16S_1735",0,0,0,0,71,0,0,0,0,0,37,160,0,0,0,0,0,0,0,53,0,0,0,0,0,0,28,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"16S_1736","16S_1736",0,0,0,0,46,0,0,0,0,0,34,175,0,0,38,0,0,0,0,56,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"16S_1737","16S_1737",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae",NA,NA
"16S_1740","16S_1740",0,0,0,0,0,59,43,46,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,49,64,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"16S_1743","16S_1743",20,0,0,23,0,23,0,0,0,23,0,0,38,25,0,59,27,25,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens",NA
"16S_1747","16S_1747",45,37,0,0,0,43,0,0,0,33,0,0,0,47,0,0,0,75,65,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA
"16S_1748","16S_1748",0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,61,30,0,0,45,33,0,47,0,23,0,41,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae",NA,NA
"16S_1753","16S_1753",0,36,0,0,0,28,0,0,35,0,0,0,0,33,56,0,35,0,34,37,0,26,0,0,0,0,0,24,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae",NA,NA
"16S_1756","16S_1756",17,27,0,0,0,17,0,0,0,0,0,0,18,27,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens",NA
"16S_1757","16S_1757",39,52,0,0,0,51,0,31,0,0,26,0,0,48,0,0,0,0,49,0,0,47,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA
"16S_1758","16S_1758",35,72,0,37,0,0,0,26,0,60,0,0,0,21,0,31,0,0,0,0,0,0,0,0,0,0,35,26,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_1759","16S_1759",17,19,15,5,10,68,0,107,0,0,0,0,0,0,18,0,21,0,0,37,14,0,0,0,0,12,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polynucleobacter",NA
"16S_1763","16S_1763",0,47,0,0,42,0,0,0,0,0,18,142,0,0,9,31,0,0,0,38,0,15,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"16S_1764","16S_1764",0,47,41,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Taeseokella",NA
"16S_1768","16S_1768",0,0,0,0,0,22,0,0,0,0,0,17,15,24,0,28,0,0,29,0,0,101,0,20,0,33,23,28,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1770","16S_1770",31,0,0,0,0,69,0,0,0,0,35,79,0,67,0,0,17,0,41,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"16S_1771","16S_1771",21,28,0,0,0,24,0,4,6,0,27,15,0,21,5,59,25,9,0,0,0,22,0,0,0,23,20,19,11,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae",NA,NA
"16S_1773","16S_1773",0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,31,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Motiliproteus",NA
"16S_1775","16S_1775",0,44,32,0,0,68,32,47,0,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus",NA
"16S_1776","16S_1776",0,39,46,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Taeseokella",NA
"16S_1777","16S_1777",0,0,0,0,0,39,62,47,0,0,0,0,41,0,0,0,56,0,0,0,63,30,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus",NA
"16S_1780","16S_1780",36,62,0,0,0,0,0,0,0,0,0,36,0,15,0,33,0,44,0,0,40,28,0,27,0,0,16,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_1781","16S_1781",32,19,0,15,15,0,0,20,0,0,0,0,0,0,0,0,43,0,0,18,0,0,29,47,0,34,38,14,13,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_1782","16S_1782",19,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,72,61,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"16S_1783","16S_1783",0,50,50,0,23,0,0,0,42,0,0,0,0,0,0,50,37,38,0,0,0,0,0,0,0,0,46,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"16S_1787","16S_1787",0,0,50,0,105,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,18,0,41,17,44,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"16S_1788","16S_1788",15,24,0,0,0,14,0,10,5,0,35,9,0,19,16,34,45,7,0,0,0,25,0,0,0,30,11,21,14,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Halobacteriovorax",NA
"16S_1790","16S_1790",30,19,32,0,0,59,0,0,0,46,0,0,0,44,0,0,25,0,0,0,0,0,48,30,0,0,0,0,0,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1791","16S_1791",0,14,0,0,0,0,0,36,0,0,0,26,26,0,27,29,17,0,0,0,18,40,0,17,0,38,30,15,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"16S_1792","16S_1792",0,0,0,0,48,42,0,0,0,0,0,0,47,69,0,0,35,0,0,0,0,49,42,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"16S_1795","16S_1795",39,0,0,0,0,0,0,0,0,22,35,0,17,0,0,0,31,26,23,23,29,0,0,0,0,52,0,0,33,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA
"16S_1796","16S_1796",18,22,19,12,21,52,0,115,0,0,0,0,0,0,0,0,16,0,0,28,16,0,0,0,0,11,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polynucleobacter",NA
"16S_1797","16S_1797",0,0,55,77,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Taeseokella",NA
"16S_1798","16S_1798",0,0,0,0,0,16,0,38,0,0,0,0,0,0,0,0,0,32,40,0,0,0,0,0,0,0,0,0,17,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae",NA,NA
"16S_1802","16S_1802",28,42,30,0,0,0,0,0,0,0,0,0,55,60,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"16S_1803","16S_1803",0,0,0,0,0,0,0,83,0,0,70,50,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,38,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_1805","16S_1805",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA
"16S_1808","16S_1808",29,0,0,0,0,33,0,0,108,0,97,0,29,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna",NA
"16S_1809","16S_1809",0,0,15,39,0,99,89,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,31,0,0,0,0,0,32,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"16S_1810","16S_1810",0,0,7,31,0,85,107,0,19,0,0,15,0,0,0,0,0,0,13,0,0,0,26,0,0,0,0,0,25,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"16S_1813","16S_1813",39,97,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,21,0,39,46,0,27,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_1814","16S_1814",24,0,0,0,0,27,0,0,0,22,28,0,19,45,0,0,0,69,59,34,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA
"16S_1815","16S_1815",0,0,56,0,97,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,13,0,40,27,39,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"16S_1818","16S_1818",18,0,0,26,0,36,0,0,0,32,43,0,40,24,0,0,23,24,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens",NA
"16S_1819","16S_1819",0,0,0,0,34,0,0,0,0,0,29,193,0,0,32,0,0,0,0,38,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"16S_1822","16S_1822",0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA
"16S_1824","16S_1824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,30,0,0,37,0,0,26,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae",NA,NA
"16S_1826","16S_1826",0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,"Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA
"16S_1827","16S_1827",40,89,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,21,0,31,50,0,31,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_1830","16S_1830",17,0,0,0,0,0,0,0,0,43,0,62,0,0,0,0,0,23,0,0,68,0,0,0,0,40,68,0,0,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA
"16S_1833","16S_1833",30,70,0,50,0,0,0,23,0,42,0,0,0,24,0,32,0,0,0,0,0,0,0,0,0,0,26,23,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_1834","16S_1834",29,0,0,0,0,43,42,0,0,0,0,0,0,0,98,0,0,0,0,38,0,0,33,37,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA
"16S_1836","16S_1836",29,66,0,18,0,0,0,0,0,0,0,0,20,0,0,33,0,12,0,0,17,35,0,32,0,23,34,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_1837","16S_1837",0,0,0,0,0,0,0,28,0,0,0,47,23,0,30,35,26,0,0,0,0,34,0,23,0,40,16,17,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"16S_1840","16S_1840",59,0,0,0,0,0,8,0,0,5,0,0,9,4,32,42,0,24,17,0,0,0,0,22,0,35,61,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","RS62 marine group",NA
"16S_1844","16S_1844",79,0,0,26,0,0,0,0,0,0,0,27,0,0,18,0,0,0,0,0,31,13,32,54,0,37,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"16S_1845","16S_1845",62,0,0,0,0,68,47,0,0,0,0,0,51,0,0,0,0,0,29,0,0,0,0,0,0,60,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus",NA
"16S_1846","16S_1846",0,36,0,0,0,17,0,0,0,0,0,0,49,57,45,0,0,0,0,0,0,0,0,65,0,0,47,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Roseivirga",NA
"16S_1847","16S_1847",0,0,54,0,125,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,35,16,48,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"16S_1848","16S_1848",0,0,52,0,45,0,0,0,47,0,35,0,0,0,42,0,0,0,0,95,0,0,0,0,0,0,0,0,0,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1849","16S_1849",0,0,52,0,96,0,0,0,0,0,0,12,0,0,0,0,46,0,0,0,0,0,53,17,39,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"16S_1851","16S_1851",51,50,0,0,0,0,0,0,0,0,32,0,0,0,83,0,0,0,42,56,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"16S_1852","16S_1852",16,12,27,10,0,47,0,115,12,0,0,0,0,0,0,0,19,0,0,14,24,0,0,0,0,18,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polynucleobacter",NA
"16S_1854","16S_1854",18,23,0,0,0,19,0,5,1,0,30,14,0,20,3,38,30,13,0,0,0,33,0,0,0,20,11,17,18,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Halobacteriovorax",NA
"16S_1857","16S_1857",0,19,0,0,0,0,0,30,0,0,0,21,20,0,21,20,19,0,0,0,18,29,0,26,0,47,17,25,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"16S_1858","16S_1858",0,0,64,0,101,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,49,16,36,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"16S_1859","16S_1859",0,0,46,0,185,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Taeseokella",NA
"16S_1863","16S_1863",38,31,0,0,0,31,0,0,0,56,0,0,42,0,0,0,0,0,0,0,0,54,0,0,58,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",NA
"16S_1864","16S_1864",0,0,60,0,94,0,0,0,0,0,0,10,0,0,0,0,44,0,0,0,0,0,44,15,43,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"16S_1865","16S_1865",27,25,0,59,0,0,19,42,31,0,0,0,32,42,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"16S_1866","16S_1866",24,0,0,0,0,31,0,0,0,16,28,0,21,42,0,0,0,46,69,22,0,0,10,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA
"16S_1867","16S_1867",21,25,29,0,0,64,0,0,0,44,0,0,0,47,0,0,19,0,0,0,0,0,38,22,0,0,0,0,0,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_1868","16S_1868",0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,61,0,0,0,0,70,0,0,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_1869","16S_1869",0,0,52,0,48,0,0,0,34,0,38,0,0,0,46,0,0,0,0,91,0,0,0,0,0,0,0,0,0,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1871","16S_1871",0,107,0,0,45,0,0,0,0,0,0,0,0,12,0,0,52,0,0,0,0,0,0,0,0,0,65,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","Terasakiella",NA
